akuta	0		　わたしは足音を盗みながら、円卓の前へ歩み寄つた。少女はそれでも身ぢろぎをしない。大きい黒檀の円卓は丁度澄み渡つた水のやうに、ひつそりと少女を映してゐる。顔、白衣、金剛石のブロオチ――何一つ動いてゐるものはない。その中に唯線香だけは一点の火をともした先に、ちらちらと煙を動かしてゐる。
akuta	0		　第三号。ゼライイド自身の国の宰相の子。年のまだ若い癖に学問と才智とに富んでゐる。しかし背むしに生まれついたのは如何にも残念と言はなければならぬ。
akuta	0		　我等会員は相次いでナポレオン、孔子、ドストエフスキイ、ダアウイン、クレオパトラ、釈迦、デモステネス、ダンテ、千の利休等の心霊の消息を質問したり。然れどもトツク君は不幸にも詳細に答ふることを做さず、反つてトツク君自身に関する種々のゴシツプを質問したり。
miya	1		「おおほいほい。おおほいほい。」とどなりながら、風のように家を出て行きました。ネリはおもてではじめてわっと泣き出し、ブドリは、
akuta	0		　我等十七名の会員は心霊学協会々長ペツク氏と共に九月十七日午前十時三十分、我等の最も信頼するメデイアム、ホツプ夫人を同伴し、該ステユデイオの一室に参集せり。ホツプ夫人は該ステユデイオに入るや、既に心霊的空気を感じ、全身に痙攣を催しつつ、嘔吐すること数回に及べり。夫人の語る所によれば、こは詩人トツク君の強烈なる煙草を愛したる結果、その心霊的空気も亦ニコテインを含有する為なりと云ふ。
miya	1		　一郎が「ええ、かまいません。」と申しますと、やまねこはまだなにか言いたそうに、しばらくひげをひねって、眼をぱちぱちさせていましたが、とうとう決心したらしく言い出しました。
akuta	0		　かう云つて、紅毛は、大きく右の手をまはしながら、帽子をぬいだ。もぢやもぢやした髪の毛の中には、山羊のやうな角が二本、はえてゐる。牛商人は、思はず顔の色を変へて、持つてゐた笠を、地に落した。日のかげつたせゐであらう、畑の花や葉が、一時に、あざやかな光を失つた。牛さへ、何におびえたのか、角を低くしながら、地鳴りのやうな声で、唸つてゐる。……
akuta	0		「これだけ、お客があっては、――さんも大よろこびだろう。」Ｋが僕に云った。――さんと云うのは、僕に招待状をくれた人の名である。
akuta	0		「あなただつて鏡さへ見てゐれば、それでもう何も忘れてゐられるんぢやありませんか。千枝ちやんと違ふのは、退屈なのが汽車の中と世の中だけの差別ですよ。」
akuta	0		　部屋の中の火気に蒸されて、一層血色の鮮になった初子が、ちょっと睨める真似をしながら、こう弟を窘めると、民雄はまだ俊助の手をつかまえたまま、
akuta	0		　その夜の十二時に近い時分、遠藤は独り婆さんの家の前にたたずみながら、二階の硝子窓に映る火影を口惜しそうに見つめていました。
miya	1		「魚さっぱり浮ばなぃよ。」ぺ吉が、また向ふの木の下で云った。するともう子どもらは、がやがや云ひ出して、みんな水に飛び込んでしまった。
akuta	0		　そこで素人考へに考へて見ると、かう云ふ画を描く以上、かう云ふ画の作者には、自然がかう云ふ風に見えるのに違ひない。逆に云へばかう云ふ風に自然が見えればこそ、かう云ふ画が此処に出来上つたのだから、一応は至極御尤もである。が、素人はかう云ふ画を見ると、何故これらの画の作家は、絵具皿の代りにパレツトを、紙や絹の代りにカンヴアスを用ひないかと尋ねたくなる。その方が作者にも便利なら、僕等素人の見物にも難有くはないかと尋ねたくなる。
miya	1		「ははあ、こゝは、大へん、空気の流通が悪いな。」と鳥箱先生は云ひながら、あたりを見まはしました。棚の上には、こはれかゝった植木鉢や、古い朱塗りの手桶や、そんながらくたが一杯でした。そして鳥箱先生のすぐうしろに、まっくらな小さな穴がありました。
miya	1		　まつたく向う岸の野原に大きなまつ赤な火が燃され、その黒いけむりは高く桔梗いろのつめたさうな天をも焦がしさうでした。ルビーよりも赤くすきとほり、リチウムよりも、うつくしく醉つたやうになつてその火は燃えてゐるのでした。
miya	1		　もう雨がやんで雲がすっかりなくなり海の水もまるで硝子のように静まってそらがはっきり見えます。天の川もそらの井戸も鷲の星や琴弾きの星やみんなはっきり見えます。小さく小さく二人のお宮も見えます。
akuta	0		　斜めに上から見おろしたベンチ。板を透かしたベンチの上には蟇口が一つ残っている。すると誰かの手が一つそっとその蟇口をとり上げてしまう。
miya	1		　そうすると、魚はみんな毒をのんで、口をあぶあぶやりながら、白い腹を上にして浮びあがるのです。そんなふうにして、水の中で死ぬことは、この国の語ではエップカップと云いました。これはずいぶんいい語です。
akuta	0		　この問答を聞いてゐた者は、皆、一時に、失笑した。「いや……忝うござる。」――かう云つて、五位の答を、真似る者さへある。所謂、橙黄橘紅を盛つた窪坏や高坏の上に多くの揉烏帽子や立烏帽子が、笑声と共に一しきり、波のやうに動いた。中でも、最、大きな声で、機嫌よく、笑つたのは、利仁自身である。
miya	1		　マリヴロンは、うっとり西の碧いそらをながめていた大きな碧い瞳を、そっちへ向けてすばやく楽譜に記された少女の名前を見てとった。
miya	1		　祭司次長がすぐ進んで一人ずつ握手しました。そして一人ずつ壇を下ってこっちの椅子に座りました。歓呼と拍手とで一杯でした。椅子が丁度うまい工合にあったのです。何だかあんまりみんなうまい工合でした。そのとき外ではどうんと又一発陳氏ののろしがあがりました。その陳氏がもう入って来て私に軽く会釈してまだ立ちながら向うを見て云いました。
miya	1		　童子は母馬の茶いろな瞳を、ちらっと横眼で見られましたが、俄かに須利耶さまにすがりついて泣き出されました。けれども須利耶さまはお叱りなさいませんでした。ご自分の袖で童子の頭をつつむようにして、馬市を通りすぎてから河岸の青い草の上に童子を座らせて杏の実を出しておやりになりながら、しずかにおたずねなさいました。
akuta	0		「お母さんの病気だってそうじゃないの？　いつか私がそう云った時に、御医者様を取り換えていさえすりゃ、きっとこんな事にゃなりゃしないわ。それをお父さんがまた煮え切らないで、――」と、感傷的に父を責め始めた。
akuta	0		　閣下、私はこれを書く前に、ずいぶん躊躇致しました。何故かと申しますと、これを書く以上、私は私一家の秘密をも、閣下の前に暴露しなければならないからでございます。勿論それは、私の名誉にとって、かなり大きな損害に相違ございません。しかし事情はこれを書かなければ、もう一刻の存在も苦痛なほど、切迫して参りました。ここで私は、ついに断乎たる処置を執る事に、致したのでございます。
akuta	0		　彼はいつ死んでも悔いないやうに烈しい生活をするつもりだつた。が、不相変養父母や伯母に遠慮勝ちな生活をつづけてゐた。それは彼の生活に明暗の両面を造り出した。彼は或洋服屋の店に道化人形の立つてゐるのを見、どの位彼も道化人形に近いかと云ふことを考へたりした。が、意識の外の彼自身は、――言はば第二の彼自身はとうにかう云ふ心もちを或短篇の中に盛りこんでゐた。
akuta	0		「さやうでござりまする。が、私は先年大火事がございました時に、炎熱地獄の猛火にもまがふ火の手を、眼のあたりに眺めました。「よぢり不動」の火焔を描きましたのも、実はあの火事に遇つたからでございまする。御前もあの絵は御承知でございませう。」
akuta	0		　十千万堂日録一月二十五日の記に、紅葉が諸弟子と芝蘭簿の記入を試む条あり。風葉は「身長今」を希望とし、春葉は「四十迄生きん事」を希望とし、紅葉は「欧洲大陸にマアブルの句碑を立つ」を希望とす。更に又春葉は書籍に西遊記を挙げ、風葉は「あらゆる字引類」を挙げ、紅葉はエンサイクロピデイアを挙ぐ。紅葉の好み、諸弟子に比ぶれば、頗西洋かぶれの気味あり。されどその嫌味なる所に、返つて紅葉の器量の大が窺ひ知られるやうな心もちがする。
miya	1		　子供はびつくりして枝をひろつて、きよろきよろあちこちを見まはしてゐます。雪童子はわらつて革むちを一つひゆうと鳴らしました。
miya	1		　蠍は尾をギーギーと石ころの上に引きずっていやな息をはあはあ吐いてよろりよろりとあるくのです。一時間に十町とも進みません。
akuta	0		　僕は又遠い過去から目近い現代へすべり落ちた。そこへ幸ひにも来合せたのは或先輩の彫刻家だつた。彼は不相変の服を着、短い山羊髯を反らせてゐた。僕は椅子から立ち上り、彼のさし出した手を握つた。（それは僕の習慣ではない、パリやベルリンに半生を送つた彼の習慣に従つたのだつた。）が、彼の手は不思議にも爬虫類の皮膚のやうに湿つてゐた。
akuta	0		　初子は身を斜にして、透すように格子の外を見た。格子の外には、一間に足らない御影の敷石があって、そのまた敷石のすぐ外には、好い加減古びたくぐり門があった。初子の視線を追った俊助は、そのくぐり門の戸を開け放した向うに、見覚えのある紺と藍との竪縞の着物が、日の光を袂に揺りながら、立っているのを発見した。
akuta	0		「まあ、あなたは黙っていらっしゃい。あなたのように莫迦正直では、このせち辛い世の中に、御飯を食べる事も出来はしません。」と、あべこべに医者をやりこめるのです。
miya	1		「どこへさはりましたのですか。」たしかに親方のアーティストらしい麻のモーニングを着た人が、大きなフラスコを手にしてみんなを押し分けて立ってゐました。そのうちに二三人のアーティストたちは、押虫網でその小さな黄色な毒蛾をつかまへてしまひました。
akuta	0		「されば、昔からきょうの日まで、わしが命にかけて思うたのは、ただ、昔のおばば一人ぎりじゃ。つまりは今の沙金一人ぎりじゃよ。それを、おぬしは、何かにつけて、わしを畜生じゃなどと言う。このおやじがおぬしは、それほど憎いのか。憎ければ、いっそ殺すがよい。今ここで、殺すがよい。おぬしに殺されれば、わしも本望じゃ。が、よいか、親を殺すからは、おぬしも、畜生じゃぞよ。畜生が畜生を殺す――これは、おもしろかろう。」
akuta	0		　太郎は、目を窓にやりながら、吐き出すように、こう言った。四角に空を切りぬいた窓の中には、枇杷の木が、葉の裏表に日を受けて、明暗さまざまな緑の色を、ひっそりと風のないこずえにあつめている。
miya	1		「いいえ。どういたしまして。私はただフクジロのマッチを売っていることを遠くから見ているだけでございます。それを十円に売るなんて、めっそうな、私は一向に存じません。」
akuta	0		　すると、角顋の先生は、足をうんと踏みのばしながら、生あくびを噛みつぶすような声で、「ああ、退屈だ。」と云った。それから、近眼鏡の下から、僕の顔をちょいと見て、また、新聞を読み出した。僕はその時、いよいよ、こいつにはどこかで、会った事があるのにちがいないと思った。
akuta	0		　やはり遠足について来たらしい、僕の前にいた「写真屋さん」は何とかお茶を濁していた。しかし十四五の女生徒の一人はまだいろいろのことを問いかけていた。僕はふと彼女の鼻に蓄膿症のあることを感じ、何か頬笑まずにはいられなかった。それから又僕の隣りにいた十二三の女生徒の一人は若い女教師の膝の上に坐り、片手に彼女の頸を抱きながら、片手に彼女の頬をさすっていた。しかも誰かと話す合い間に時々こう女教師に話しかけていた。
miya	1		「お父さんおりゃさ新らしきもの着せるって云ったか。」楢夫はまた泣きました。一郎もなぜかぞっとしました。けれどもお父さんは笑ひました。
akuta	0		僕　僕は――僕は何と呼ぶかは知らない。しかし他人の言葉を借りれば、お前は僕等を超えた力だ。僕等を支配する 〔Daimo^n〕 だ。
akuta	0		　浅草といふ言葉は複雑である。たとへば芝とか麻布とかいふ言葉は一つの観念を与へるのに過ぎない。しかし浅草といふ言葉は少くとも僕には三通りの観念を与へる言葉である。
miya	1		「ははん、なるほど。けれどもあなたの方の狩猟と、私の方の狩猟とは、内容はまるでちがっていますからな、ははん。あなたの方の狩猟は私の方の護身にはいり、私の方の狩猟は、さあ、狩猟前業はあなたの方の畜産にでも入りますかな、まあとにかくその時々でゆっくりご説明いたしましょう。」
akuta	0		　馬琴は巧に話頭を転換した。がこれは何も眇の表情を気にした訳ではない。彼の視力は幸福な事に（？）もうそれがはつきりとは見えない程、衰弱してゐたのである。
miya	1		「ははあ、はじめたね。」山男はそっとこう云っておもしろがっていましたら、俄かに蓋があいたので、もうまぶしくてたまりませんでした。それでもむりやりそっちを見ますと、ひとりのおかっぱの子供が、ぽかんと陳の前に立っていました。
akuta	0		　保吉は女をふり返つた。心もち目を細めた女は美しい緑色の顔をしてゐる。尤もこれは不思議ではない。全然の色硝子を透かした午後の日の光の作用である。女は雑誌を肘の下にしたまま、例の通りためらひ勝ちな返事をした。
akuta	0		　洋一はこう云いかけたが、ふと向うを眺めたと思うと、突然相手も忘れたように、飾り窓の前を飛び出した。人通りも疎な往来には、ちょうど今一台の人力車が、大通りをこちらへ切れようとしている。――その楫棒の先へ立つが早いか、彼は両手を挙げないばかりに、車上の青年へ声をかけた。
akuta	0		　彼等の言葉はイエルサレムからニウヨウクや東京へも伝はつてゐる。イエルサレムを囲んだ橄欖の山々を最も散文的に飛び超えながら。
akuta	0		　宇治の大納言隆国「やれ、やれ、昼寝の夢が覚めて見れば、今日はまた一段と暑いようじゃ。あの松ヶ枝の藤の花さえ、ゆさりとさせるほどの風も吹かぬ。いつもは涼しゅう聞える泉の音も、どうやら油蝉の声にまぎれて、反って暑苦しゅうなってしもうた。どれ、また童部たちに煽いででも貰おうか。
miya	1		　雲がきれて陽が照るしもう雨は大丈夫だ。さっきも一遍云ったのだがもう一度あの禿の所の平べったい松を説明しようかな。平ったくて黒い。影も落ちてゐる、どこかであんなコロタイプを見た。及川やなんか知ってるんだ。よすかな。いゝや。やらう。
miya	1		　又三郎はずいぶんいやな顔をしながら斯う言いました。嘉助はまっ赤になりながら足を出しました。又三郎はしばらくそれを見てから、
akuta	0		　六　然れども若し現世にありて比較的平和なる一生を送らんとせば、小説家は如何なる才能よりも処世的才能を錬鍛すべし。但しそは戞々たる独造底の作品を残す所以とは同意義にあらず。（矛盾せざるも亦勿論なり。）処世的才能とは上は運命を支配するより（但し支配し得るや否やを保証せず。）下は如何なる阿呆をも丁寧にとり扱ふに至るものなり。
miya	1		「諸君、私は誤っていた。私は迷っていたのです。私は今日からビジテリアンになります。いや私は前からビジテリアンだったような気がします。どうもさっきまちがえて異教徒席に座りそのためにあんな反対演説をしたらしいのです。諸君許したまえ。且つ私考えるに本日異教徒席に座った方はみんな私のように席をちがえたのだろうと思う。どうもそうらしい。その証拠には今はみんな信者席に座っている。どうです、前異教徒諸氏そうでしょう。」
akuta	0		　それから、先の事は、あらゆるこの種類の話のやうに、至極、円満に完つてゐる。即、牛商人は、首尾よく、煙草と云ふ名を、云ひあてて、悪魔に鼻をあかさせた。さうして、その畑にはえてゐる煙草を、悉く自分のものにした。と云ふやうな次第である。
akuta	0		　僕はこの頃空の曇つた、風の強い日ほど恐しいものはない。あたりの風景は敵意を持つてぢりぢり僕に迫るやうな気がする。その癖前に恐しかつた犬や神鳴は何ともない。僕はをととひ（七月十八日）も二三匹の犬が吠え立てる中を歩いて行つた。しかし松風が高まり出すと、昼でも頭から蒲団をかぶるか、妻のゐる次の間へ避難してしまふ。
miya	1		　一郎がすこし行きますと、そこはもう笛ふきの滝でした。笛ふきの滝といふのは、まつ白な岩の崖のなかほどに、小さな穴があいてゐて、そこから水が笛のやうに鳴つて飛び出し、すぐ滝になつて、ごうごう谷におちてゐるのをいふのでした。
miya	1		　ところが祭壇の下オーケストラバンドの右側に、「異教徒席」「異派席」という二つの陶製の標札が出て、どちらにも二十人ばかりの礼装をした人たちが座って居りました。中には今朝の自働車で見たような人も大分ありました。
akuta	0		　盜人は妻が逃げ去つた後、太刀や弓矢を取り上げると、一だけおれの繩を切つた。「今度はおれの身の上だ。」――おれは盜人が藪の外へ、姿を隱してしまう時に、かう呟いたのを覺えてゐる。その跡は何處も靜かだつた。いや、まだ誰かの泣く聲がする。おれは繩を解きながら、ぢつと耳を澄ませて見た。が、その聲も氣がついて見れば、おれ自身の泣いてゐる聲だつたではないか？　（三度、長き沈默）
miya	1		「その十力の金剛石は春の風よりやわらかく、ある時はまるくあるときは卵がたです。霧より小さなつぶにもなれば、そらとつちとをうずめもします」
akuta	0		　半時ののち、人通りのない朱雀の大路を、二人は静かに馬を進めて行った。兄も黙っていれば、弟も口をきかない。しんとした夜は、ただ馬蹄の響きにこだまをかえして、二人の上の空には涼しい天の川がかかっている。
akuta	0		　しかしお伽噺と違つて小説は小説と云ふものの要約上、どうも「昔々」だけ書いてすましてゐると云ふ訳には行かない。そこで略時代の制限が出来て来る。従つてその時代の社会状態と云ふやうなものも、自然の感じを満足させる程度に於て幾分とり入れられる事になつて来る。だから所謂歴史小説とはどんな意味に於ても「昔」の再現を目的にしてゐないと云ふ点で区別を立てる事が出来るかも知れない。――まあざつとこんなものである。
miya	1		「お父さんが来たよ。もう眼をおさまし。」雪わらすはうしろの丘にかけあがつて一本の雪けむりをたてながら叫びました。子どもはちらつとうごいたやうでした。そして毛皮の人は一生けん命走つてきました。
miya	1		　そこから汽車の音が聞えてきました。その小さな列車の窓は一列小さく赤く見え、その中にはたくさんの旅人が、苹果を剥いたり、わらったり、いろいろな風にしていると考えますと、ジョバンニは、もう何とも云えずかなしくなって、また眼をそらに挙げました。
akuta	0		　最後にあの乳母車！　あれはつい四五日から、格子戸の中にあるやうになつた。見給へ、男女の履き物の間におしやぶりも一つ落ちてゐるのを。
akuta	0		　すると二月の末の或夜、学校の英吉利語講演会をやつと切り上げた保吉は生暖い南風に吹かれながら、格別買ひ物をする気もなしにふとこの店の前を通りかかつた。店には電燈のともつた中に西洋酒の罎や罐詰めなどがきらびやかに並んでゐる。これは勿論不思議ではない。しかしふと気がついて見ると、店の前には女が一人、両手に赤子を抱へたまま、多愛もないことをしやべつてゐる。保吉は店から往来へさした、幅の広い電燈の光りに忽ちその若い母の誰であるかを発見した。
miya	1		　山烏はあわてて枝をけ立てました。そして大きくはねをひろげて北の方へ遁げ出さうとしましたが、もうそのときは駆逐艦たちはまはりをすつかり囲んでゐました。
miya	1		　もう下らう。滝に来た。下りてゐるものもある。水の流れる所は苔は青く流れない所は褐色だ。みんなこはごは下りて来る。水の流れる所は大丈夫滑らないんだ。〔水の流れるところをあるきなさい。水の流れるところがいゝんです。〕
akuta	0		　ある時は床へはいった彼女が、やっと眠に就こうとすると、突然何かがのったように、夜着の裾がじわりと重くなった。小犬はまだ生きていた時分、彼女の蒲団の上へ来ては、よくごろりと横になった。――ちょうどそれと同じように、柔かな重みがかかったのだった。お蓮はすぐに枕から、そっと頭を浮かせて見た。が、そこには掻巻の格子模様が、ランプの光に浮んでいるほかは、何物もいるとは思われなかった。………
akuta	0		　最後に自分は、常に自分を刺戟し鼓舞してくれる「新思潮」の同人に対して、改めて感謝の意を表したいと思う。この集の如きも、或は諸君の名によって――同人の一人の著作として覚束ない存在を未来に保つような事があるかも知れない。そうなれば、勿論自分は満足である。が、そうならなくとも亦必ずしも満足でない事はない。敢て同人に語を寄せる所以である。
miya	1		　仔牛は云はれた通りまづ前肢を折って生え出したばかりの角を大事にくぐしそれから後肢をちゞめて首尾よく柵を抜けました。二人は林の方へ行きました。
miya	1		　お月さまは、いまちやうど、水いろの着ものと取りかへたところでしたから、そこらは浅い水の底のやう、木のかげはうすく網になつて地に落ちました。
miya	1		「そうです、あれは此処では一番大切なのです。まあしばらくじっと見詰めてごらんなさい。どうです、形のいいことは一等でしょう。」
miya	1		　そこらがまだまるっきり、丈高い草や黒い林のままだったとき、嘉十はおじいさんたちと北上川の東から移ってきて、小さな畑を開いて、粟や稗をつくっていました。
akuta	0		　紅葉の句古人霊妙の機を会せざるは、独りその談林調たるが故のみにもあらざるべし。この人の文を見るも楚々たる落墨に松を成すの妙はあらず。長ずる所は精整緻密、石を描いて一細草の点綴を忘れざる功にあり。句に短なりしは当然ならずや。牛門の秀才氏の句品遙に師翁の上に出づるも、亦この理に外ならざるのみ。遮莫斎藤緑雨が彼縦横の才を蔵しながら、句は遂に沿門※黒の輩と軒輊なかりしこそ不思議なれ。（二月四日）
